DATAFLOW,LAST UPDATE,freq,unit,s_adj,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2001-Q3,176986.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2001-Q4,180017.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2002-Q1,182792.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2002-Q2,186247.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2002-Q3,188921.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2002-Q4,191784.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2003-Q1,195576.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2003-Q2,199242.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2003-Q3,202157.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2003-Q4,205708.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2004-Q1,209258.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2004-Q2,212615.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2004-Q3,216604.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2004-Q4,221582.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2005-Q1,224925.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2005-Q2,229616.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2005-Q3,234127.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2005-Q4,239454.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2006-Q1,243950.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2006-Q2,249219.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2006-Q3,253709.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2006-Q4,258098.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2007-Q1,264171.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2007-Q2,267775.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2007-Q3,269879.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2007-Q4,275716.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2008-Q1,278379.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2008-Q2,279616.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2008-Q3,278095.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2008-Q4,276342.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2009-Q1,269883.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2009-Q2,268080.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2009-Q3,267667.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2009-Q4,267360.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2010-Q1,269135.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2010-Q2,268461.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2010-Q3,269037.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2010-Q4,270512.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2011-Q1,269181.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2011-Q2,268986.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2011-Q3,266730.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2011-Q4,263793.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2012-Q1,262730.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2012-Q2,260020.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2012-Q3,258818.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2012-Q4,254396.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2013-Q1,257197.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2013-Q2,256492.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2013-Q3,256110.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2013-Q4,255853.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2014-Q1,257703.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2014-Q2,258585.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2014-Q3,260038.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2014-Q4,262623.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2015-Q1,268094.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2015-Q2,270627.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2015-Q3,273121.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2015-Q4,275270.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2016-Q1,277417.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2016-Q2,279123.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2016-Q3,282308.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2016-Q4,284119.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2017-Q1,287756.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2017-Q2,291535.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2017-Q3,293175.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2017-Q4,297558.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2018-Q1,298352.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2018-Q2,301749.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2018-Q3,304323.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2018-Q4,307852.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2019-Q1,311179.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2019-Q2,311955.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2019-Q3,312955.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2019-Q4,317621.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2020-Q1,301564.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2020-Q2,247347.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2020-Q3,287632.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2020-Q4,292671.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2021-Q1,298714.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2021-Q2,301107.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2021-Q3,310566.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2021-Q4,325087.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2022-Q1,331851.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2022-Q2,338571.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2022-Q3,344745.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2022-Q4,358462.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2023-Q1,369227.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2023-Q2,370217.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2023-Q3,374050.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2023-Q4,384830.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2024-Q1,391182.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2024-Q2,394676.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2024-Q3,399821.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2024-Q4,407457.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1995-Q1,299931.3,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1995-Q2,303971.2,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1995-Q3,308032.9,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1995-Q4,309448.4,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1996-Q1,313541.2,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1996-Q2,315382.4,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1996-Q3,315852.1,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1996-Q4,315508.7,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1997-Q1,315078.1,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1997-Q2,318271.3,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1997-Q3,320082.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1997-Q4,326414.8,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1998-Q1,329720.2,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1998-Q2,333089.8,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1998-Q3,335556.4,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1998-Q4,339998.8,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1999-Q1,342826.4,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1999-Q2,345436.3,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1999-Q3,350361.2,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,1999-Q4,355431.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2000-Q1,361865.7,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2000-Q2,366441.1,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2000-Q3,371683.9,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2000-Q4,375402.9,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2001-Q1,379163.5,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2001-Q2,381443.5,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2001-Q3,384933.4,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2001-Q4,385730.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2002-Q1,390191.4,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2002-Q2,393544.3,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2002-Q3,397213.4,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2002-Q4,399426.6,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2003-Q1,401537.2,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2003-Q2,402218.8,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2003-Q3,408872.8,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2003-Q4,412150.2,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2004-Q1,417917.3,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2004-Q2,420750.9,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2004-Q3,424048.8,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2004-Q4,430231.8,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2005-Q1,433411.1,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2005-Q2,437221.2,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2005-Q3,442409.2,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2005-Q4,447475.7,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2006-Q1,452778.9,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2006-Q2,460249.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2006-Q3,464908.8,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2006-Q4,470146.5,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2007-Q1,477386.9,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2007-Q2,483078.3,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2007-Q3,487758.8,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2007-Q4,491086.3,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,France,2008-Q1,499075.5,,
